,YEAR,MONTH,Rate Death per 100000 inhabitants,DEPARTMENT,dateInt,Date,Year_Month,Death Rate
242,2020,3,14.70878709786244,HUILA,2020031,2020-03-01,2020-03,0.0001470878709786244
243,2020,4,18.055410624899828,HUILA,2020041,2020-04-01,2020-04,0.0001805541062489983
244,2020,5,14.358154746681247,HUILA,2020051,2020-05-01,2020-05,0.00014358154746681246
245,2020,6,15.182780087621303,HUILA,2020061,2020-06-01,2020-06,0.00015182780087621303
246,2020,7,15.607931386763882,HUILA,2020071,2020-07-01,2020-07,0.00015607931386763882
247,2020,8,16.752466104204295,HUILA,2020081,2020-08-01,2020-08,0.00016752466104204294
248,2020,9,16.999427701577982,HUILA,2020091,2020-09-01,2020-09,0.00016999427701577983
249,2020,10,13.320958152609103,HUILA,2020101,2020-10-01,2020-10,0.00013320958152609103
250,2020,11,18.21112239668847,HUILA,2020111,2020-11-01,2020-11,0.0001821112239668847
251,2020,12,16.060391969936532,HUILA,2020121,2020-12-01,2020-12,0.00016060391969936532
252,2020,1,24.322510434346547,NARIÑO,2020011,2020-01-01,2020-01,0.00024322510434346547
253,2020,2,17.60972118151718,NARIÑO,2020021,2020-02-01,2020-02,0.0001760972118151718
254,2020,3,21.626272533663087,NARIÑO,2020031,2020-03-01,2020-03,0.00021626272533663087
255,2020,4,23.050397302584944,NARIÑO,2020041,2020-04-01,2020-04,0.00023050397302584944
256,2020,5,30.13580193754066,NARIÑO,2020051,2020-05-01,2020-05,0.0003013580193754066
257,2020,6,34.81700377928352,NARIÑO,2020061,2020-06-01,2020-06,0.0003481700377928352
258,2020,7,28.96298104195845,NARIÑO,2020071,2020-07-01,2020-07,0.0002896298104195845
259,2020,8,19.998744524454803,NARIÑO,2020081,2020-08-01,2020-08,0.00019998744524454804
260,2020,9,13.426177108617152,NARIÑO,2020091,2020-09-01,2020-09,0.00013426177108617152
261,2020,10,17.462698318288215,NARIÑO,2020101,2020-10-01,2020-10,0.00017462698318288216
262,2020,11,15.959928011515304,NARIÑO,2020111,2020-11-01,2020-11,0.00015959928011515304
263,2020,12,19.67973161182747,NARIÑO,2020121,2020-12-01,2020-12,0.0001967973161182747
264,2020,1,12.027553820795358,SANTANDER,2020011,2020-01-01,2020-01,0.00012027553820795358
265,2020,2,28.512302800958903,SANTANDER,2020021,2020-02-01,2020-02,0.00028512302800958903
266,2020,3,14.62921229445592,SANTANDER,2020031,2020-03-01,2020-03,0.0001462921229445592
267,2020,4,16.267833716214966,SANTANDER,2020041,2020-04-01,2020-04,0.00016267833716214966
268,2020,5,18.40980702736008,SANTANDER,2020051,2020-05-01,2020-05,0.00018409807027360082
269,2020,6,21.544003404135317,SANTANDER,2020061,2020-06-01,2020-06,0.00021544003404135316
270,2020,7,20.75452898169353,SANTANDER,2020071,2020-07-01,2020-07,0.0002075452898169353
271,2020,8,16.60334315797392,SANTANDER,2020081,2020-08-01,2020-08,0.0001660334315797392
272,2020,9,16.272560995721385,SANTANDER,2020091,2020-09-01,2020-09,0.00016272560995721385
273,2020,10,17.13390690053124,SANTANDER,2020101,2020-10-01,2020-10,0.0001713390690053124
274,2020,11,12.434641453692429,SANTANDER,2020111,2020-11-01,2020-11,0.0001243464145369243
275,2020,12,14.43785063553756,SANTANDER,2020121,2020-12-01,2020-12,0.0001443785063553756
276,2020,1,39.050706204842925,TOLIMA,2020011,2020-01-01,2020-01,0.0003905070620484292
277,2020,2,37.2439254358041,TOLIMA,2020021,2020-02-01,2020-02,0.000372439254358041
278,2020,3,27.33622516954281,TOLIMA,2020031,2020-03-01,2020-03,0.0002733622516954281
279,2020,4,32.42420806880209,TOLIMA,2020041,2020-04-01,2020-04,0.00032424208068802086
280,2020,5,29.014769891807923,TOLIMA,2020051,2020-05-01,2020-05,0.0002901476989180792
281,2020,6,29.03593316736064,TOLIMA,2020061,2020-06-01,2020-06,0.0002903593316736064
282,2020,7,39.45852475842473,TOLIMA,2020071,2020-07-01,2020-07,0.0003945852475842473
283,2020,8,40.227804729134455,TOLIMA,2020081,2020-08-01,2020-08,0.00040227804729134456
284,2020,9,34.4013340188754,TOLIMA,2020091,2020-09-01,2020-09,0.000344013340188754
285,2020,10,30.501345484220742,TOLIMA,2020101,2020-10-01,2020-10,0.00030501345484220744
286,2020,11,28.94220732041404,TOLIMA,2020111,2020-11-01,2020-11,0.0002894220732041404
287,2020,12,28.430813186943404,TOLIMA,2020121,2020-12-01,2020-12,0.00028430813186943404
288,2020,1,20.481824738846427,VALLE DEL CAUCA,2020011,2020-01-01,2020-01,0.00020481824738846426
289,2020,2,19.807800374177884,VALLE DEL CAUCA,2020021,2020-02-01,2020-02,0.00019807800374177883
290,2020,3,22.25969257763698,VALLE DEL CAUCA,2020031,2020-03-01,2020-03,0.0002225969257763698
291,2020,4,18.33038639252604,VALLE DEL CAUCA,2020041,2020-04-01,2020-04,0.0001833038639252604
292,2020,5,21.586500507368275,VALLE DEL CAUCA,2020051,2020-05-01,2020-05,0.00021586500507368275
293,2020,6,19.243688332996104,VALLE DEL CAUCA,2020061,2020-06-01,2020-06,0.00019243688332996103
294,2020,7,25.896987679241683,VALLE DEL CAUCA,2020071,2020-07-01,2020-07,0.00025896987679241684
295,2020,8,12.553372123685868,VALLE DEL CAUCA,2020081,2020-08-01,2020-08,0.0001255337212368587
296,2020,9,19.97284134580016,VALLE DEL CAUCA,2020091,2020-09-01,2020-09,0.0001997284134580016
297,2020,10,16.850983995961062,VALLE DEL CAUCA,2020101,2020-10-01,2020-10,0.00016850983995961064
298,2020,11,17.121872547130838,VALLE DEL CAUCA,2020111,2020-11-01,2020-11,0.00017121872547130838
299,2020,12,9.945222176146636,VALLE DEL CAUCA,2020121,2020-12-01,2020-12,9.945222176146636e-05
300,2020,1,8.235139940780877,ANTIOQUIA,2020011,2020-01-01,2020-01,8.235139940780877e-05
301,2020,2,11.347133779701055,ANTIOQUIA,2020021,2020-02-01,2020-02,0.00011347133779701055
302,2020,3,12.573826416297964,ANTIOQUIA,2020031,2020-03-01,2020-03,0.00012573826416297963
303,2020,4,11.404017992186816,ANTIOQUIA,2020041,2020-04-01,2020-04,0.00011404017992186816
304,2020,5,9.308562446088755,ANTIOQUIA,2020051,2020-05-01,2020-05,9.308562446088756e-05
305,2020,6,13.041042358799332,ANTIOQUIA,2020061,2020-06-01,2020-06,0.00013041042358799331
306,2020,7,11.60334093020661,ANTIOQUIA,2020071,2020-07-01,2020-07,0.0001160334093020661
307,2020,8,16.270222222036963,ANTIOQUIA,2020081,2020-08-01,2020-08,0.00016270222222036963
308,2020,9,9.923230076266572,ANTIOQUIA,2020091,2020-09-01,2020-09,9.923230076266572e-05
309,2020,10,16.132852222132247,ANTIOQUIA,2020101,2020-10-01,2020-10,0.00016132852222132247
310,2020,11,11.638315577073026,ANTIOQUIA,2020111,2020-11-01,2020-11,0.00011638315577073026
311,2020,12,14.76503795683722,ANTIOQUIA,2020121,2020-12-01,2020-12,0.00014765037956837221
312,2020,1,25.60748971770467,NACIONAL,2020011,2020-01-01,2020-01,0.0002560748971770467
313,2020,2,21.234212672618927,NACIONAL,2020021,2020-02-01,2020-02,0.00021234212672618927
314,2020,3,21.239260743364,NACIONAL,2020031,2020-03-01,2020-03,0.00021239260743364
315,2020,4,23.48516445290979,NACIONAL,2020041,2020-04-01,2020-04,0.00023485164452909788
316,2020,5,24.843651420028216,NACIONAL,2020051,2020-05-01,2020-05,0.00024843651420028217
317,2020,6,26.6386421156614,NACIONAL,2020061,2020-06-01,2020-06,0.000266386421156614
318,2020,7,26.58645919131986,NACIONAL,2020071,2020-07-01,2020-07,0.0002658645919131986
319,2020,8,23.67980333080633,NACIONAL,2020081,2020-08-01,2020-08,0.0002367980333080633
320,2020,9,19.604463548592776,NACIONAL,2020091,2020-09-01,2020-09,0.00019604463548592775
321,2020,10,19.572912666874497,NACIONAL,2020101,2020-10-01,2020-10,0.00019572912666874497
322,2020,11,19.43619306541002,NACIONAL,2020111,2020-11-01,2020-11,0.0001943619306541002
323,2020,12,21.61901923227118,NACIONAL,2020121,2020-12-01,2020-12,0.00021619019232271182
324,2021,1,16.918309053776873,ATLANTICO,2021011,2021-01-01,2021-01,0.00016918309053776874
325,2021,2,19.391455343440786,ATLANTICO,2021021,2021-02-01,2021-02,0.00019391455343440787
326,2021,3,16.091314732901445,ATLANTICO,2021031,2021-03-01,2021-03,0.00016091314732901446
327,2021,4,18.4345369376628,ATLANTICO,2021041,2021-04-01,2021-04,0.00018434536937662798
328,2021,5,22.997571640439254,ATLANTICO,2021051,2021-05-01,2021-05,0.00022997571640439253
329,2021,6,26.89648926326432,ATLANTICO,2021061,2021-06-01,2021-06,0.0002689648926326432
330,2021,7,20.34398024480103,ATLANTICO,2021071,2021-07-01,2021-07,0.0002034398024480103
331,2021,8,23.925129146511168,ATLANTICO,2021081,2021-08-01,2021-08,0.00023925129146511168
332,2021,9,9.018903416741958,ATLANTICO,2021091,2021-09-01,2021-09,9.018903416741959e-05
333,2021,10,13.708036385595207,ATLANTICO,2021101,2021-10-01,2021-10,0.00013708036385595208
334,2021,11,10.66895127883461,ATLANTICO,2021111,2021-11-01,2021-11,0.00010668951278834611
335,2021,12,12.45232247755014,ATLANTICO,2021121,2021-12-01,2021-12,0.0001245232247755014
336,2021,1,22.493999255589333,BOGOTA D.C.,2021011,2021-01-01,2021-01,0.00022493999255589333
337,2021,2,14.984640584083555,BOGOTA D.C.,2021021,2021-02-01,2021-02,0.00014984640584083555
338,2021,3,18.399545785160235,BOGOTA D.C.,2021031,2021-03-01,2021-03,0.00018399545785160236
339,2021,4,14.579328957337443,BOGOTA D.C.,2021041,2021-04-01,2021-04,0.00014579328957337444
340,2021,5,17.87921595169306,BOGOTA D.C.,2021051,2021-05-01,2021-05,0.00017879215951693058
341,2021,6,23.618694954763463,BOGOTA D.C.,2021061,2021-06-01,2021-06,0.00023618694954763463
342,2021,7,19.57396294119398,BOGOTA D.C.,2021071,2021-07-01,2021-07,0.0001957396294119398
343,2021,8,18.91444266649772,BOGOTA D.C.,2021081,2021-08-01,2021-08,0.0001891444266649772
344,2021,9,16.65331756872204,BOGOTA D.C.,2021091,2021-09-01,2021-09,0.00016653317568722043
345,2021,10,12.306238257753996,BOGOTA D.C.,2021101,2021-10-01,2021-10,0.00012306238257753997
346,2021,11,17.574712562890888,BOGOTA D.C.,2021111,2021-11-01,2021-11,0.00017574712562890888
347,2021,12,17.07444495123349,BOGOTA D.C.,2021121,2021-12-01,2021-12,0.00017074444951233492
348,2021,1,16.9496500060641,HUILA,2021011,2021-01-01,2021-01,0.000169496500060641
349,2021,2,14.67269973549456,HUILA,2021021,2021-02-01,2021-02,0.00014672699735494558
350,2021,3,11.889668781337932,HUILA,2021031,2021-03-01,2021-03,0.00011889668781337931
351,2021,4,21.767484777983377,HUILA,2021041,2021-04-01,2021-04,0.00021767484777983378
352,2021,5,13.380879952433544,HUILA,2021051,2021-05-01,2021-05,0.00013380879952433543
353,2021,6,12.496856970888604,HUILA,2021061,2021-06-01,2021-06,0.00012496856970888604
354,2021,7,16.093458796476572,HUILA,2021071,2021-07-01,2021-07,0.00016093458796476572
355,2021,8,19.25287957627092,HUILA,2021081,2021-08-01,2021-08,0.0001925287957627092
356,2021,9,20.026097680780293,HUILA,2021091,2021-09-01,2021-09,0.00020026097680780292
357,2021,10,12.970599771740693,HUILA,2021101,2021-10-01,2021-10,0.00012970599771740693
358,2021,11,19.29382875981952,HUILA,2021111,2021-11-01,2021-11,0.00019293828759819518
359,2021,12,12.72520162109921,HUILA,2021121,2021-12-01,2021-12,0.00012725201621099208
360,2021,1,22.320297516309655,NARIÑO,2021011,2021-01-01,2021-01,0.00022320297516309655
361,2021,2,14.58129235421967,NARIÑO,2021021,2021-02-01,2021-02,0.0001458129235421967
362,2021,3,21.72793890803884,NARIÑO,2021031,2021-03-01,2021-03,0.0002172793890803884
363,2021,4,25.261037321618197,NARIÑO,2021041,2021-04-01,2021-04,0.000252610373216182
364,2021,5,32.34913486668829,NARIÑO,2021051,2021-05-01,2021-05,0.0003234913486668829
365,2021,6,33.92216827123037,NARIÑO,2021061,2021-06-01,2021-06,0.0003392216827123037
366,2021,7,32.71979079026723,NARIÑO,2021071,2021-07-01,2021-07,0.0003271979079026723
367,2021,8,15.7369868565143,NARIÑO,2021081,2021-08-01,2021-08,0.000157369868565143
368,2021,9,13.384669251601144,NARIÑO,2021091,2021-09-01,2021-09,0.00013384669251601143
369,2021,10,17.919602012001086,NARIÑO,2021101,2021-10-01,2021-10,0.00017919602012001087
370,2021,11,14.495181526502265,NARIÑO,2021111,2021-11-01,2021-11,0.00014495181526502263
371,2021,12,16.912446661123568,NARIÑO,2021121,2021-12-01,2021-12,0.00016912446661123567
372,2021,1,11.571477244505934,SANTANDER,2021011,2021-01-01,2021-01,0.00011571477244505933
373,2021,2,33.61067664764361,SANTANDER,2021021,2021-02-01,2021-02,0.00033610676647643606
374,2021,3,11.722095645180012,SANTANDER,2021031,2021-03-01,2021-03,0.00011722095645180012
375,2021,4,15.160040726106216,SANTANDER,2021041,2021-04-01,2021-04,0.00015160040726106217
376,2021,5,16.822101421142882,SANTANDER,2021051,2021-05-01,2021-05,0.00016822101421142883
377,2021,6,23.38809459616603,SANTANDER,2021061,2021-06-01,2021-06,0.0002338809459616603
378,2021,7,23.85852994484557,SANTANDER,2021071,2021-07-01,2021-07,0.0002385852994484557
379,2021,8,17.64078510102402,SANTANDER,2021081,2021-08-01,2021-08,0.00017640785101024018
380,2021,9,14.11042901558163,SANTANDER,2021091,2021-09-01,2021-09,0.0001411042901558163
381,2021,10,18.7528548166372,SANTANDER,2021101,2021-10-01,2021-10,0.000187528548166372
382,2021,11,10.972039299086047,SANTANDER,2021111,2021-11-01,2021-11,0.00010972039299086048
383,2021,12,12.379493043780624,SANTANDER,2021121,2021-12-01,2021-12,0.00012379493043780624
384,2021,1,37.35612397586929,TOLIMA,2021011,2021-01-01,2021-01,0.0003735612397586929
385,2021,2,35.604718833737465,TOLIMA,2021021,2021-02-01,2021-02,0.00035604718833737463
386,2021,3,27.45036317411845,TOLIMA,2021031,2021-03-01,2021-03,0.0002745036317411845
387,2021,4,33.30500533013978,TOLIMA,2021041,2021-04-01,2021-04,0.0003330500533013978
388,2021,5,28.334506668203304,TOLIMA,2021051,2021-05-01,2021-05,0.00028334506668203306
389,2021,6,26.60890306857064,TOLIMA,2021061,2021-06-01,2021-06,0.0002660890306857064
390,2021,7,38.23848671468552,TOLIMA,2021071,2021-07-01,2021-07,0.00038238486714685523
391,2021,8,45.84536825849716,TOLIMA,2021081,2021-08-01,2021-08,0.0004584536825849716
392,2021,9,30.035430608769367,TOLIMA,2021091,2021-09-01,2021-09,0.0003003543060876937
393,2021,10,26.63536713661069,TOLIMA,2021101,2021-10-01,2021-10,0.0002663536713661069
394,2021,11,24.65843179299175,TOLIMA,2021111,2021-11-01,2021-11,0.00024658431792991747
395,2021,12,23.36388703940969,TOLIMA,2021121,2021-12-01,2021-12,0.0002336388703940969
396,2021,1,25.019877761780403,VALLE DEL CAUCA,2021011,2021-01-01,2021-01,0.00025019877761780406
397,2021,2,26.46277170504596,VALLE DEL CAUCA,2021021,2021-02-01,2021-02,0.0002646277170504596
398,2021,3,35.17416549016625,VALLE DEL CAUCA,2021031,2021-03-01,2021-03,0.00035174165490166256
399,2021,4,23.858317406935303,VALLE DEL CAUCA,2021041,2021-04-01,2021-04,0.00023858317406935304
400,2021,5,34.33557627565786,VALLE DEL CAUCA,2021051,2021-05-01,2021-05,0.0003433557627565786
401,2021,6,25.962546602634443,VALLE DEL CAUCA,2021061,2021-06-01,2021-06,0.00025962546602634445
402,2021,7,36.0307972710691,VALLE DEL CAUCA,2021071,2021-07-01,2021-07,0.000360307972710691
403,2021,8,15.79920681349052,VALLE DEL CAUCA,2021081,2021-08-01,2021-08,0.0001579920681349052
404,2021,9,29.44419489615,VALLE DEL CAUCA,2021091,2021-09-01,2021-09,0.00029444194896150003
405,2021,10,22.400455108213176,VALLE DEL CAUCA,2021101,2021-10-01,2021-10,0.00022400455108213176
406,2021,11,22.97971337117516,VALLE DEL CAUCA,2021111,2021-11-01,2021-11,0.0002297971337117516
407,2021,12,11.137266631479209,VALLE DEL CAUCA,2021121,2021-12-01,2021-12,0.00011137266631479208
408,2021,1,16.0870150497098,ANTIOQUIA,2021011,2021-01-01,2021-01,0.00016087015049709802
409,2021,2,21.157594868354057,ANTIOQUIA,2021021,2021-02-01,2021-02,0.00021157594868354056
410,2021,3,21.66841873659768,ANTIOQUIA,2021031,2021-03-01,2021-03,0.0002166841873659768
411,2021,4,20.6800044941928,ANTIOQUIA,2021041,2021-04-01,2021-04,0.000206800044941928
412,2021,5,16.08915858181332,ANTIOQUIA,2021051,2021-05-01,2021-05,0.00016089158581813318
413,2021,6,20.863314328127704,ANTIOQUIA,2021061,2021-06-01,2021-06,0.00020863314328127704
414,2021,7,19.37249830749026,ANTIOQUIA,2021071,2021-07-01,2021-07,0.00019372498307490261
415,2021,8,28.759688997480787,ANTIOQUIA,2021081,2021-08-01,2021-08,0.00028759688997480787
416,2021,9,18.589449600733733,ANTIOQUIA,2021091,2021-09-01,2021-09,0.00018589449600733734
417,2021,10,27.049251162876494,ANTIOQUIA,2021101,2021-10-01,2021-10,0.00027049251162876496
418,2021,11,16.760132615845173,ANTIOQUIA,2021111,2021-11-01,2021-11,0.00016760132615845172
419,2021,12,25.744861975583326,ANTIOQUIA,2021121,2021-12-01,2021-12,0.00025744861975583326
420,2021,1,25.765488806002686,NACIONAL,2021011,2021-01-01,2021-01,0.00025765488806002684
421,2021,2,20.75098709569569,NACIONAL,2021021,2021-02-01,2021-02,0.00020750987095695693
422,2021,3,19.83958689490697,NACIONAL,2021031,2021-03-01,2021-03,0.00019839586894906968
423,2021,4,24.08856666648032,NACIONAL,2021041,2021-04-01,2021-04,0.0002408856666648032
424,2021,5,25.410793186561477,NACIONAL,2021051,2021-05-01,2021-05,0.0002541079318656148
425,2021,6,27.47310505488061,NACIONAL,2021061,2021-06-01,2021-06,0.0002747310505488061
426,2021,7,27.7806248775682,NACIONAL,2021071,2021-07-01,2021-07,0.000277806248775682
427,2021,8,23.509083619426075,NACIONAL,2021081,2021-08-01,2021-08,0.00023509083619426075
428,2021,9,18.414428378140254,NACIONAL,2021091,2021-09-01,2021-09,0.00018414428378140256
429,2021,10,18.09042945979407,NACIONAL,2021101,2021-10-01,2021-10,0.0001809042945979407
430,2021,11,18.075521850031848,NACIONAL,2021111,2021-11-01,2021-11,0.00018075521850031848
431,2021,12,19.188023014560525,NACIONAL,2021121,2021-12-01,2021-12,0.00019188023014560525
432,2022,1,16.757711243399058,ATLANTICO,2022011,2022-01-01,2022-01,0.00016757711243399058
433,2022,2,17.947208501166273,ATLANTICO,2022021,2022-02-01,2022-02,0.00017947208501166274
434,2022,3,14.227629285140884,ATLANTICO,2022031,2022-03-01,2022-03,0.00014227629285140883
435,2022,4,16.561729012934943,ATLANTICO,2022041,2022-04-01,2022-04,0.00016561729012934943
436,2022,5,25.006866281936865,ATLANTICO,2022051,2022-05-01,2022-05,0.00025006866281936866
437,2022,6,30.93262794463875,ATLANTICO,2022061,2022-06-01,2022-06,0.0003093262794463875
438,2022,7,20.766120142513135,ATLANTICO,2022071,2022-07-01,2022-07,0.00020766120142513134
439,2022,8,25.603449027779742,ATLANTICO,2022081,2022-08-01,2022-08,0.0002560344902777974
440,2022,9,7.592006771435837,ATLANTICO,2022091,2022-09-01,2022-09,7.592006771435836e-05
441,2022,10,11.720324711276517,ATLANTICO,2022101,2022-10-01,2022-10,0.00011720324711276517
442,2022,11,8.158700060021312,ATLANTICO,2022111,2022-11-01,2022-11,8.158700060021312e-05
443,2022,12,9.887166692301172,ATLANTICO,2022121,2022-12-01,2022-12,9.887166692301171e-05
444,2022,1,27.84110113287988,BOGOTA D.C.,2022011,2022-01-01,2022-01,0.0002784110113287988
445,2022,2,17.372250300921966,BOGOTA D.C.,2022021,2022-02-01,2022-02,0.00017372250300921966
446,2022,3,22.23485789324271,BOGOTA D.C.,2022031,2022-03-01,2022-03,0.00022234857893242712
447,2022,4,15.613337316575477,BOGOTA D.C.,2022041,2022-04-01,2022-04,0.00015613337316575476
448,2022,5,20.20123327903971,BOGOTA D.C.,2022051,2022-05-01,2022-05,0.00020201233279039708
449,2022,6,30.879400871119348,BOGOTA D.C.,2022061,2022-06-01,2022-06,0.0003087940087111935
450,2022,7,22.394029658837187,BOGOTA D.C.,2022071,2022-07-01,2022-07,0.00022394029658837186
451,2022,8,21.60615936880849,BOGOTA D.C.,2022081,2022-08-01,2022-08,0.00021606159368808492
452,2022,9,18.989733756281257,BOGOTA D.C.,2022091,2022-09-01,2022-09,0.00018989733756281257
453,2022,10,12.567510537977604,BOGOTA D.C.,2022101,2022-10-01,2022-10,0.00012567510537977604
454,2022,11,21.760188371876023,BOGOTA D.C.,2022111,2022-11-01,2022-11,0.00021760188371876022
455,2022,12,18.707147613144414,BOGOTA D.C.,2022121,2022-12-01,2022-12,0.00018707147613144414
456,2022,1,17.992711463547906,HUILA,2022011,2022-01-01,2022-01,0.00017992711463547906
457,2022,2,14.793441928597357,HUILA,2022021,2022-02-01,2022-02,0.00014793441928597357
458,2022,3,10.779070090270936,HUILA,2022031,2022-03-01,2022-03,0.00010779070090270936
459,2022,4,29.432542112231392,HUILA,2022041,2022-04-01,2022-04,0.0002943254211223139
460,2022,5,13.985866040981753,HUILA,2022051,2022-05-01,2022-05,0.00013985866040981752
461,2022,6,11.536363769441063,HUILA,2022061,2022-06-01,2022-06,0.00011536363769441064
462,2022,7,18.611101716226344,HUILA,2022071,2022-07-01,2022-07,0.00018611101716226343
463,2022,8,24.815971741723484,HUILA,2022081,2022-08-01,2022-08,0.00024815971741723485
464,2022,9,26.45921800712337,HUILA,2022091,2022-09-01,2022-09,0.00026459218007123366
465,2022,10,14.164566851476524,HUILA,2022101,2022-10-01,2022-10,0.00014164566851476525
466,2022,11,22.92549761425162,HUILA,2022111,2022-11-01,2022-11,0.00022925497614251618
467,2022,12,11.308157502954026,HUILA,2022121,2022-12-01,2022-12,0.00011308157502954027
468,2022,1,21.17603483189829,NARIÑO,2022011,2022-01-01,2022-01,0.0002117603483189829
469,2022,2,12.482243147915115,NARIÑO,2022021,2022-02-01,2022-02,0.00012482243147915115
470,2022,3,22.568800315683216,NARIÑO,2022031,2022-03-01,2022-03,0.00022568800315683215
471,2022,4,28.62048758572381,NARIÑO,2022041,2022-04-01,2022-04,0.0002862048758572381
472,2022,5,35.90010103795122,NARIÑO,2022051,2022-05-01,2022-05,0.00035900101037951215
473,2022,6,34.16873466293012,NARIÑO,2022061,2022-06-01,2022-06,0.0003416873466293012
474,2022,7,38.2147355818286,NARIÑO,2022071,2022-07-01,2022-07,0.00038214735581828597
475,2022,8,12.802462557012191,NARIÑO,2022081,2022-08-01,2022-08,0.0001280246255701219
476,2022,9,13.794818744074329,NARIÑO,2022091,2022-09-01,2022-09,0.00013794818744074328
477,2022,10,19.01071500081441,NARIÑO,2022101,2022-10-01,2022-10,0.0001901071500081441
478,2022,11,13.61035557811226,NARIÑO,2022111,2022-11-01,2022-11,0.00013610355578112262
479,2022,12,15.026117866496843,NARIÑO,2022121,2022-12-01,2022-12,0.00015026117866496843
480,2022,1,9.39203267080258,SANTANDER,2022011,2022-01-01,2022-01,9.39203267080258e-05
481,2022,2,33.42577682576247,SANTANDER,2022021,2022-02-01,2022-02,0.0003342577682576247
482,2022,3,7.924080362005052,SANTANDER,2022031,2022-03-01,2022-03,7.924080362005052e-05
483,2022,4,11.918738839636678,SANTANDER,2022041,2022-04-01,2022-04,0.00011918738839636678
484,2022,5,12.967926792303224,SANTANDER,2022051,2022-05-01,2022-05,0.00012967926792303223
